Customer_ID,Age,Gender,City,Membership_Type,Avg_Spend,Purchase_Frequency,Preferred_Category
CUST101661,34,Female,Chennai,Silver,11501.15,10,Electronics
CUST101662,27,Male,Mumbai,Platinum,79159.9,34,Electronics
CUST101663,64,Male,Ahmedabad,Silver,6583.3,10,Home
CUST101664,30,Other,Jaipur,Platinum,44449.66,17,Home
CUST101665,56,Female,Hyderabad,Gold,13887.24,19,Electronics
CUST101666,50,Male,Chennai,Bronze,4522.07,1,Sports
CUST101667,63,Female,Ahmedabad,Platinum,48374.16,23,Home
CUST101668,60,Female,Chennai,Bronze,2423.74,3,Grocery
CUST101669,57,Male,Ahmedabad,Gold,23018.22,18,Sports
CUST101670,25,Male,Jaipur,Bronze,4821.55,4,Home
CUST101671,50,Male,Lucknow,Gold,19624.82,12,Electronics
CUST101672,61,Male,Chennai,Gold,27236.96,19,Home
CUST101673,29,Female,Bangalore,Gold,21847.86,17,Fashion
CUST101674,24,Male,Mumbai,Gold,26338.23,10,Sports
CUST101675,50,Male,Lucknow,Bronze,4658.55,1,Sports
CUST101676,18,Male,Mumbai,Bronze,2236.73,5,Sports
CUST101677,25,Male,Jaipur,Silver,4704.16,6,Electronics
CUST101678,38,Other,Hyderabad,Bronze,3153.35,5,Electronics
CUST101679,37,Female,Lucknow,Silver,10110.95,10,Grocery
CUST101680,29,Male,Pune,Bronze,4745.56,1,Grocery
CUST101681,20,Female,Kolkata,Platinum,60601.77,37,Home
CUST101682,23,Other,Hyderabad,Silver,7023.19,7,Grocery
CUST101683,48,Male,Jaipur,Gold,25204.18,12,Sports
CUST101684,27,Female,Jaipur,Bronze,3040.71,1,Sports
CUST101685,53,Other,Jaipur,Gold,23642.56,13,Sports
CUST101686,41,Other,Kolkata,Platinum,74323.57,15,Fashion
CUST101687,23,Male,Kolkata,Silver,11670.53,9,Grocery
CUST101688,23,Other,Delhi,Silver,4252.8,8,Sports
CUST101689,49,Female,Chennai,Gold,15935.96,16,Electronics
CUST101690,69,Other,Jaipur,Bronze,1761.49,4,Fashion
CUST101691,27,Other,Ahmedabad,Silver,3670.03,8,Grocery
CUST101692,24,Other,Pune,Bronze,2177.82,5,Grocery
CUST101693,27,Male,Pune,Bronze,4237.27,1,Home
CUST101694,39,Female,Chennai,Bronze,2567.11,4,Electronics
CUST101695,53,Other,Pune,Bronze,522.76,5,Grocery
CUST101696,34,Other,Ahmedabad,Bronze,905.4,5,Fashion
CUST101697,22,Male,Pune,Bronze,3386.66,3,Sports
CUST101698,47,Male,Mumbai,Platinum,65912.75,33,Grocery
CUST101699,26,Male,Delhi,Silver,10286.96,10,Electronics
CUST101700,59,Male,Jaipur,Platinum,41116.96,33,Sports
CUST101701,53,Other,Hyderabad,Silver,8356.6,9,Home
CUST101702,57,Other,Jaipur,Bronze,4898.32,2,Fashion
CUST101703,39,Male,Bangalore,Silver,8975.89,10,Grocery
CUST101704,68,Other,Pune,Silver,9875.47,9,Home
CUST101705,43,Female,Jaipur,Bronze,675.13,3,Home
CUST101706,30,Other,Chennai,Silver,5050.66,9,Fashion
CUST101707,21,Female,Pune,Bronze,2504.82,3,Electronics
CUST101708,40,Male,Pune,Silver,8081.14,8,Home
CUST101709,24,Male,Ahmedabad,Silver,8994.74,4,Grocery
CUST101710,67,Other,Kolkata,Bronze,3204.62,4,Electronics
CUST101711,62,Male,Bangalore,Bronze,2327.55,3,Electronics
CUST101712,18,Male,Bangalore,Gold,25877.73,10,Fashion
CUST101713,66,Other,Delhi,Silver,6035.35,7,Electronics
CUST101714,57,Female,Delhi,Bronze,1771.34,2,Home
CUST101715,53,Male,Pune,Platinum,61653.49,27,Sports
CUST101716,36,Other,Lucknow,Bronze,4864.26,5,Fashion
CUST101717,40,Male,Delhi,Silver,7558.34,4,Fashion
CUST101718,58,Other,Mumbai,Platinum,74054.88,39,Fashion
CUST101719,66,Male,Pune,Bronze,2032.1,4,Sports
CUST101720,18,Other,Delhi,Bronze,3070.37,1,Home
CUST101721,48,Female,Delhi,Bronze,4982.52,2,Fashion
CUST101722,37,Other,Pune,Bronze,592.3,2,Fashion
CUST101723,31,Male,Pune,Bronze,827.95,4,Electronics
CUST101724,47,Other,Chennai,Silver,8649.63,6,Fashion
CUST101725,37,Female,Mumbai,Bronze,568.55,4,Electronics
CUST101726,18,Other,Jaipur,Silver,7593.93,4,Sports
CUST101727,46,Male,Bangalore,Platinum,77672.83,33,Sports
CUST101728,53,Other,Ahmedabad,Gold,11754.54,12,Grocery
CUST101729,43,Male,Hyderabad,Silver,10236.96,10,Fashion
CUST101730,51,Male,Mumbai,Bronze,2578.75,1,Grocery
CUST101731,69,Female,Bangalore,Silver,7956.58,4,Fashion
CUST101732,56,Other,Bangalore,Silver,11193.47,3,Electronics
CUST101733,54,Male,Kolkata,Silver,7528.2,4,Electronics
CUST101734,38,Other,Ahmedabad,Bronze,1253.66,1,Home
CUST101735,52,Other,Lucknow,Gold,22173.13,10,Fashion
CUST101736,50,Female,Pune,Silver,8916.21,5,Grocery
CUST101737,29,Other,Hyderabad,Bronze,1825.45,2,Sports
CUST101738,23,Female,Chennai,Bronze,4943.31,5,Home
CUST101739,41,Other,Lucknow,Silver,9058.14,3,Fashion
CUST101740,21,Female,Bangalore,Gold,18778.13,11,Fashion
CUST101741,63,Male,Delhi,Gold,27726.72,8,Fashion
CUST101742,70,Male,Pune,Gold,19138.36,17,Sports
CUST101743,32,Male,Mumbai,Bronze,3432.93,1,Electronics
CUST101744,56,Male,Bangalore,Silver,7777.97,6,Sports
CUST101745,70,Female,Mumbai,Silver,4459.82,4,Sports
CUST101746,18,Other,Delhi,Bronze,2326.38,4,Grocery
CUST101747,42,Male,Kolkata,Bronze,878.51,3,Fashion
CUST101748,68,Female,Chennai,Gold,29593.93,19,Electronics
CUST101749,54,Female,Pune,Bronze,1860.35,2,Electronics
CUST101750,25,Male,Chennai,Silver,10072.47,8,Fashion
CUST101751,27,Male,Jaipur,Bronze,3363.04,5,Sports
CUST101752,44,Male,Hyderabad,Bronze,4583.48,4,Grocery
CUST101753,53,Female,Hyderabad,Bronze,3740.74,2,Fashion
CUST101754,41,Other,Hyderabad,Platinum,26910.4,37,Fashion
CUST101755,41,Other,Jaipur,Gold,24375.36,19,Home
CUST101756,61,Female,Ahmedabad,Platinum,64630.36,26,Grocery
CUST101757,33,Female,Pune,Silver,10715.22,9,Sports
CUST101758,45,Male,Chennai,Bronze,855.85,1,Fashion
CUST101759,50,Male,Pune,Silver,8363.5,9,Fashion
CUST101760,46,Male,Mumbai,Silver,10831.04,4,Fashion
CUST101761,42,Male,Chennai,Gold,23013.3,14,Electronics
CUST101762,37,Female,Chennai,Bronze,3732.77,4,Fashion
CUST101763,19,Male,Jaipur,Silver,7777.47,4,Electronics
CUST101764,53,Female,Mumbai,Bronze,1763.83,3,Sports
CUST101765,69,Female,Chennai,Bronze,4298.64,4,Grocery
CUST101766,59,Other,Delhi,Gold,24839.44,15,Sports
CUST101767,54,Female,Kolkata,Silver,4754.81,3,Grocery
CUST101768,62,Female,Bangalore,Bronze,4695.93,5,Home
CUST101769,27,Female,Bangalore,Bronze,795.71,2,Fashion
CUST101770,56,Female,Hyderabad,Silver,4110.76,4,Sports
CUST101771,20,Male,Mumbai,Gold,24183.75,19,Fashion
CUST101772,56,Other,Bangalore,Gold,25681.86,18,Sports
CUST101773,31,Male,Bangalore,Platinum,37476.17,34,Fashion
CUST101774,56,Male,Delhi,Gold,23869.85,11,Grocery
CUST101775,32,Female,Kolkata,Bronze,2782.74,1,Electronics
CUST101776,29,Female,Lucknow,Silver,4087.14,9,Home
CUST101777,18,Female,Mumbai,Silver,6187.99,6,Fashion
CUST101778,53,Other,Bangalore,Bronze,4836.46,3,Electronics
CUST101779,48,Male,Pune,Gold,14196.4,10,Home
CUST101780,63,Other,Delhi,Bronze,3894.72,5,Electronics
CUST101781,61,Other,Bangalore,Platinum,35067.23,26,Fashion
CUST101782,59,Male,Kolkata,Silver,8718.89,4,Fashion
CUST101783,52,Male,Chennai,Silver,7425.99,8,Home
CUST101784,37,Male,Jaipur,Silver,10996.31,9,Grocery
CUST101785,50,Female,Kolkata,Gold,23137.02,20,Fashion
CUST101786,20,Female,Pune,Silver,10193.54,4,Grocery
CUST101787,35,Male,Mumbai,Silver,9059.07,4,Sports
CUST101788,42,Other,Hyderabad,Bronze,1944.68,4,Sports
CUST101789,19,Female,Bangalore,Silver,8999.97,4,Home
CUST101790,60,Male,Bangalore,Bronze,829.81,5,Grocery
CUST101791,54,Other,Ahmedabad,Gold,19491.33,15,Home
CUST101792,23,Other,Bangalore,Silver,6504.63,10,Fashion
CUST101793,44,Female,Hyderabad,Silver,9164.44,6,Fashion
CUST101794,23,Other,Kolkata,Bronze,1889.45,5,Grocery
CUST101795,25,Male,Delhi,Bronze,1044.73,4,Fashion
CUST101796,54,Other,Ahmedabad,Gold,10023.81,14,Grocery
CUST101797,37,Other,Kolkata,Bronze,2304.11,1,Home
CUST101798,40,Female,Delhi,Bronze,4360.55,2,Grocery
CUST101799,55,Other,Kolkata,Bronze,3042.71,1,Grocery
CUST101800,62,Female,Hyderabad,Platinum,64545.87,18,Grocery
CUST101801,28,Other,Bangalore,Gold,15994.19,16,Home
CUST101802,53,Other,Pune,Bronze,2270.62,3,Sports
CUST101803,36,Other,Hyderabad,Bronze,3690.67,1,Grocery
CUST101804,55,Male,Lucknow,Bronze,4252.03,3,Fashion
CUST101805,44,Female,Delhi,Gold,23992.16,17,Sports
CUST101806,50,Female,Bangalore,Silver,9511.91,7,Sports
CUST101807,28,Male,Delhi,Bronze,2504.94,1,Sports
CUST101808,51,Female,Hyderabad,Bronze,3336.34,5,Grocery
CUST101809,20,Male,Delhi,Bronze,1857.97,1,Electronics
CUST101810,32,Other,Delhi,Silver,9635.67,6,Electronics
CUST101811,39,Female,Pune,Gold,16615.35,16,Sports
CUST101812,69,Male,Lucknow,Bronze,1482.8,2,Sports
CUST101813,43,Female,Hyderabad,Bronze,826.16,2,Electronics
CUST101814,44,Male,Bangalore,Bronze,4360.89,4,Electronics
CUST101815,19,Female,Hyderabad,Platinum,62113.84,32,Home
CUST101816,68,Other,Pune,Bronze,3060.86,2,Fashion
CUST101817,49,Female,Chennai,Gold,10750.8,10,Electronics
CUST101818,52,Female,Delhi,Silver,8031.76,5,Fashion
CUST101819,39,Other,Bangalore,Bronze,1404.69,1,Fashion
CUST101820,39,Female,Lucknow,Bronze,1469.87,3,Electronics
CUST101821,22,Other,Mumbai,Bronze,4024.91,4,Home
CUST101822,57,Other,Pune,Silver,9735.54,3,Grocery
CUST101823,32,Other,Lucknow,Gold,13412.55,8,Sports
CUST101824,52,Female,Ahmedabad,Silver,10195.99,4,Electronics
CUST101825,28,Male,Bangalore,Silver,6359.7,7,Grocery
CUST101826,47,Other,Mumbai,Bronze,3389.87,1,Home
CUST101827,42,Female,Jaipur,Platinum,62270.1,17,Fashion
CUST101828,29,Male,Pune,Gold,25638.82,19,Sports
CUST101829,50,Other,Bangalore,Bronze,2684.61,1,Fashion
CUST101830,23,Male,Delhi,Platinum,63328.9,38,Electronics
CUST101831,57,Male,Mumbai,Silver,10766.58,5,Home
CUST101832,55,Other,Lucknow,Silver,4603.83,10,Grocery
CUST101833,29,Male,Ahmedabad,Gold,21151.13,12,Home
CUST101834,27,Male,Kolkata,Gold,26218.18,11,Fashion
CUST101835,65,Male,Jaipur,Silver,5609.07,7,Fashion
CUST101836,49,Other,Lucknow,Bronze,4651.02,1,Sports
CUST101837,42,Other,Pune,Bronze,3254.35,4,Electronics
CUST101838,29,Female,Kolkata,Platinum,47776.32,30,Fashion
CUST101839,48,Female,Bangalore,Bronze,4604.22,4,Fashion
CUST101840,27,Other,Bangalore,Bronze,3443.54,3,Electronics
CUST101841,67,Female,Hyderabad,Silver,5859.72,6,Electronics
CUST101842,47,Other,Bangalore,Silver,8601.81,3,Home
CUST101843,22,Female,Chennai,Silver,8816.76,4,Sports
CUST101844,52,Male,Delhi,Platinum,72054.65,19,Grocery
CUST101845,24,Male,Mumbai,Bronze,3871.32,3,Grocery
CUST101846,44,Other,Ahmedabad,Bronze,1840.79,3,Home
CUST101847,21,Female,Chennai,Bronze,3875.34,4,Grocery
CUST101848,49,Female,Jaipur,Gold,16545.84,12,Home
CUST101849,65,Female,Mumbai,Silver,4163.71,5,Sports
CUST101850,69,Male,Bangalore,Bronze,1369.89,2,Electronics
CUST101851,68,Male,Chennai,Gold,21367.04,15,Home
CUST101852,46,Male,Kolkata,Gold,15553.7,16,Sports
CUST101853,30,Male,Jaipur,Gold,18444.97,8,Electronics
CUST101854,40,Male,Bangalore,Platinum,30299.86,40,Sports
CUST101855,29,Female,Hyderabad,Bronze,4546.15,2,Sports
CUST101856,28,Other,Lucknow,Gold,20679.64,11,Sports
CUST101857,29,Other,Hyderabad,Silver,6468.28,10,Sports
CUST101858,23,Other,Pune,Gold,28261.02,14,Electronics
CUST101859,24,Male,Kolkata,Gold,10016.41,11,Sports
CUST101860,63,Other,Bangalore,Gold,24621.8,19,Electronics
CUST101861,64,Male,Jaipur,Silver,11441.06,10,Home
CUST101862,24,Other,Delhi,Bronze,3899.83,5,Home
CUST101863,33,Male,Lucknow,Silver,7001.35,4,Fashion
CUST101864,44,Other,Jaipur,Platinum,34800.73,27,Fashion
CUST101865,42,Female,Kolkata,Platinum,56611.04,29,Sports
CUST101866,31,Female,Lucknow,Bronze,3169.29,5,Sports
CUST101867,58,Other,Delhi,Bronze,3821.78,4,Home
CUST101868,27,Other,Kolkata,Bronze,3156.2,5,Home
CUST101869,53,Male,Jaipur,Gold,19960.61,14,Sports
CUST101870,22,Other,Hyderabad,Gold,12250.89,16,Sports
CUST101871,39,Male,Kolkata,Bronze,2913.96,5,Sports
CUST101872,38,Male,Lucknow,Silver,7632.93,4,Fashion
CUST101873,43,Male,Ahmedabad,Gold,22036.59,12,Electronics
CUST101874,34,Female,Jaipur,Gold,27545.2,13,Electronics
CUST101875,37,Other,Jaipur,Silver,8355.04,8,Sports
CUST101876,18,Male,Ahmedabad,Silver,3425.19,9,Grocery
CUST101877,67,Other,Pune,Silver,11714.17,7,Fashion
CUST101878,30,Female,Jaipur,Bronze,2443.97,1,Grocery
CUST101879,28,Female,Delhi,Silver,9751.08,3,Electronics
CUST101880,36,Female,Chennai,Silver,11443.28,9,Fashion
CUST101881,70,Female,Bangalore,Gold,25747.95,17,Grocery
CUST101882,45,Female,Bangalore,Silver,9913.07,3,Grocery
CUST101883,31,Other,Chennai,Gold,16146.06,18,Home
CUST101884,38,Female,Lucknow,Bronze,3203.52,2,Fashion
CUST101885,49,Male,Bangalore,Silver,6129.28,3,Grocery
CUST101886,33,Female,Bangalore,Bronze,4759.27,4,Fashion
CUST101887,27,Other,Ahmedabad,Bronze,1206.74,2,Home
CUST101888,63,Other,Pune,Gold,23371.87,19,Sports
CUST101889,24,Female,Mumbai,Platinum,28660.81,35,Sports
CUST101890,21,Female,Chennai,Bronze,917.36,3,Sports
CUST101891,27,Female,Ahmedabad,Silver,10678.57,4,Sports
CUST101892,37,Other,Lucknow,Gold,28026.04,15,Home
CUST101893,52,Male,Hyderabad,Bronze,1061.65,2,Fashion
CUST101894,56,Male,Kolkata,Silver,7554.25,4,Electronics
CUST101895,29,Female,Jaipur,Gold,21097.04,10,Home
CUST101896,46,Other,Chennai,Silver,8948.04,3,Home
CUST101897,54,Male,Pune,Bronze,3585.02,1,Home
CUST101898,42,Male,Lucknow,Bronze,3149.83,4,Home
CUST101899,54,Female,Kolkata,Gold,11053.17,19,Home
CUST101900,25,Male,Jaipur,Silver,7317.22,8,Sports
CUST101901,63,Male,Jaipur,Bronze,2343.19,3,Sports
CUST101902,50,Other,Chennai,Gold,23399.84,15,Sports
CUST101903,53,Female,Ahmedabad,Bronze,3357.99,5,Grocery
CUST101904,29,Male,Mumbai,Gold,20776.26,12,Home
CUST101905,52,Male,Lucknow,Bronze,4544.21,5,Home
CUST101906,69,Male,Chennai,Platinum,79720.26,20,Fashion
CUST101907,64,Male,Delhi,Bronze,2876.73,1,Fashion
CUST101908,52,Male,Chennai,Bronze,3093.97,5,Grocery
CUST101909,47,Other,Delhi,Bronze,1920.3,2,Grocery
CUST101910,23,Other,Pune,Bronze,2923.07,1,Sports
CUST101911,61,Female,Delhi,Gold,21689.86,17,Electronics
CUST101912,37,Male,Pune,Platinum,28248.89,40,Grocery
CUST101913,24,Other,Mumbai,Bronze,1775.33,4,Electronics
CUST101914,39,Other,Jaipur,Silver,9817.73,8,Home
CUST101915,56,Female,Lucknow,Gold,22373.64,20,Fashion
CUST101916,23,Female,Chennai,Gold,16686.25,17,Home
CUST101917,54,Male,Pune,Silver,4041.21,3,Grocery
CUST101918,50,Male,Ahmedabad,Bronze,1317.7,4,Home
CUST101919,33,Female,Bangalore,Silver,10265.14,4,Sports
CUST101920,57,Other,Ahmedabad,Silver,4842.64,9,Grocery
CUST101921,41,Male,Delhi,Bronze,3511.75,1,Fashion
CUST101922,44,Male,Kolkata,Silver,7581.99,10,Fashion
CUST101923,66,Other,Hyderabad,Bronze,1926.45,1,Sports
CUST101924,34,Other,Lucknow,Gold,20731.62,20,Electronics
CUST101925,38,Female,Mumbai,Bronze,4240.21,2,Fashion
CUST101926,35,Male,Delhi,Silver,11638.7,7,Home
CUST101927,67,Male,Hyderabad,Silver,8315.83,10,Grocery
CUST101928,48,Female,Pune,Silver,5106.33,3,Sports
CUST101929,32,Other,Delhi,Bronze,556.05,5,Sports
CUST101930,52,Male,Kolkata,Silver,10087.72,5,Fashion
CUST101931,57,Male,Pune,Silver,3065.91,10,Home
CUST101932,63,Female,Mumbai,Silver,5436.5,4,Sports
CUST101933,48,Other,Lucknow,Silver,8708.63,10,Grocery
CUST101934,64,Other,Jaipur,Silver,6507.97,6,Home
CUST101935,41,Male,Ahmedabad,Gold,10279.78,14,Grocery
CUST101936,24,Other,Lucknow,Bronze,659.51,4,Electronics
CUST101937,18,Male,Jaipur,Gold,11121.81,17,Home
CUST101938,67,Male,Kolkata,Silver,3630.71,3,Home
CUST101939,47,Female,Lucknow,Bronze,635.11,5,Grocery
CUST101940,47,Male,Lucknow,Bronze,902.64,2,Home
CUST101941,52,Female,Lucknow,Bronze,3844.6,2,Electronics
CUST101942,69,Female,Pune,Gold,29975.87,15,Grocery
CUST101943,47,Female,Chennai,Gold,12894.0,20,Fashion
CUST101944,29,Female,Bangalore,Gold,16846.42,20,Electronics
CUST101945,27,Other,Delhi,Silver,9677.17,9,Sports
CUST101946,31,Other,Bangalore,Silver,6178.1,9,Home
CUST101947,47,Other,Chennai,Bronze,608.48,3,Sports
CUST101948,20,Male,Mumbai,Bronze,3087.38,1,Electronics
CUST101949,52,Female,Chennai,Silver,10964.07,9,Sports
CUST101950,47,Female,Delhi,Bronze,2750.9,2,Electronics
CUST101951,23,Other,Mumbai,Bronze,646.38,4,Sports
CUST101952,43,Other,Jaipur,Silver,11657.53,6,Fashion
CUST101953,35,Other,Kolkata,Gold,20083.39,13,Grocery
CUST101954,45,Male,Bangalore,Platinum,64976.9,25,Electronics
CUST101955,18,Male,Hyderabad,Platinum,38676.68,22,Electronics
CUST101956,55,Male,Lucknow,Silver,7689.83,4,Electronics
CUST101957,43,Male,Delhi,Silver,10653.55,6,Sports
CUST101958,49,Male,Ahmedabad,Silver,11505.64,3,Sports
CUST101959,52,Other,Pune,Gold,11644.01,15,Grocery
CUST101960,42,Male,Delhi,Bronze,603.76,3,Electronics
CUST101961,25,Male,Hyderabad,Silver,3865.09,8,Home
CUST101962,39,Other,Bangalore,Gold,29455.57,9,Sports
CUST101963,31,Female,Hyderabad,Bronze,2357.93,5,Grocery
CUST101964,63,Female,Kolkata,Silver,9445.03,3,Home
CUST101965,63,Other,Mumbai,Silver,4239.95,3,Sports
CUST101966,27,Male,Jaipur,Bronze,2753.59,2,Grocery
CUST101967,40,Other,Hyderabad,Bronze,1902.08,1,Home
CUST101968,28,Other,Mumbai,Bronze,4776.88,4,Sports
CUST101969,68,Other,Pune,Bronze,3040.07,1,Grocery
CUST101970,29,Male,Delhi,Bronze,2419.12,5,Grocery
CUST101971,19,Male,Bangalore,Gold,24700.16,13,Fashion
CUST101972,26,Male,Chennai,Bronze,3718.99,3,Sports
CUST101973,66,Female,Chennai,Silver,11735.81,10,Home
CUST101974,58,Female,Kolkata,Bronze,981.82,2,Electronics
CUST101975,34,Male,Pune,Platinum,54411.69,18,Sports
CUST101976,65,Other,Bangalore,Bronze,3506.8,4,Home
CUST101977,42,Female,Kolkata,Silver,5484.56,9,Fashion
CUST101978,50,Female,Lucknow,Gold,23247.83,8,Grocery
CUST101979,44,Male,Jaipur,Gold,16026.74,12,Grocery
CUST101980,31,Female,Delhi,Bronze,3767.26,1,Grocery
CUST101981,68,Other,Kolkata,Gold,13272.54,14,Grocery
CUST101982,62,Female,Chennai,Silver,3909.68,4,Electronics
CUST101983,47,Male,Delhi,Silver,5028.13,5,Home
CUST101984,51,Other,Chennai,Bronze,4106.17,1,Sports
CUST101985,20,Male,Mumbai,Bronze,4168.3,1,Fashion
CUST101986,25,Other,Kolkata,Gold,20557.85,10,Electronics
CUST101987,63,Other,Jaipur,Silver,3526.09,4,Home
CUST101988,53,Other,Lucknow,Silver,3445.49,6,Sports
CUST101989,70,Male,Hyderabad,Gold,11978.03,8,Electronics
CUST101990,65,Male,Kolkata,Gold,23674.86,9,Fashion
CUST101991,59,Female,Ahmedabad,Bronze,1978.96,2,Sports
CUST101992,39,Other,Bangalore,Silver,11303.62,3,Electronics
CUST101993,67,Female,Lucknow,Bronze,3717.76,1,Electronics
CUST101994,48,Male,Bangalore,Gold,21761.57,15,Fashion
CUST101995,25,Other,Hyderabad,Silver,5040.17,3,Home
CUST101996,36,Other,Delhi,Platinum,52527.57,23,Sports
CUST101997,60,Female,Hyderabad,Bronze,1459.79,1,Fashion
CUST101998,68,Female,Lucknow,Bronze,2981.69,1,Home
CUST101999,61,Other,Pune,Bronze,2466.19,3,Electronics
CUST102000,21,Other,Mumbai,Bronze,4525.92,1,Home
CUST102001,20,Other,Jaipur,Bronze,4517.55,1,Grocery
CUST102002,36,Other,Chennai,Platinum,30892.53,25,Sports
CUST102003,32,Male,Bangalore,Bronze,2157.35,5,Electronics
CUST102004,43,Other,Hyderabad,Bronze,3504.86,5,Fashion
CUST102005,38,Male,Mumbai,Gold,25374.15,9,Grocery
CUST102006,48,Male,Jaipur,Silver,9884.27,10,Grocery
CUST102007,69,Male,Bangalore,Gold,19955.01,10,Fashion
CUST102008,58,Male,Lucknow,Bronze,1223.49,3,Home
CUST102009,41,Female,Kolkata,Silver,3330.11,6,Home
CUST102010,47,Male,Pune,Bronze,4124.79,2,Home
CUST102011,21,Male,Mumbai,Bronze,1931.23,4,Home
CUST102012,50,Female,Ahmedabad,Platinum,39275.81,29,Fashion
CUST102013,29,Other,Jaipur,Bronze,4986.64,4,Grocery
CUST102014,27,Female,Mumbai,Silver,4874.21,9,Fashion
CUST102015,40,Other,Bangalore,Silver,6881.14,9,Fashion
CUST102016,19,Female,Jaipur,Bronze,4971.42,3,Sports
CUST102017,34,Male,Pune,Gold,22079.68,19,Electronics
CUST102018,38,Other,Ahmedabad,Bronze,4781.95,3,Home
CUST102019,65,Female,Jaipur,Silver,7498.3,4,Sports
CUST102020,19,Male,Jaipur,Platinum,47134.27,21,Grocery
CUST102021,29,Male,Bangalore,Silver,4325.03,8,Fashion
CUST102022,45,Other,Mumbai,Platinum,33668.8,24,Home
CUST102023,35,Other,Kolkata,Bronze,2990.57,4,Sports
CUST102024,69,Male,Bangalore,Silver,9721.9,3,Electronics
CUST102025,29,Other,Kolkata,Bronze,2729.55,1,Grocery
CUST102026,19,Male,Mumbai,Gold,25570.65,12,Home
CUST102027,30,Male,Bangalore,Platinum,45720.43,29,Home
CUST102028,28,Other,Chennai,Bronze,2449.54,5,Home
CUST102029,66,Female,Chennai,Silver,6148.15,8,Electronics
CUST102030,56,Male,Lucknow,Bronze,1072.49,5,Fashion
CUST102031,25,Female,Hyderabad,Silver,5686.19,5,Grocery
CUST102032,44,Female,Kolkata,Silver,7082.56,6,Grocery
CUST102033,34,Other,Lucknow,Platinum,55037.24,38,Grocery
CUST102034,49,Female,Kolkata,Silver,7910.76,5,Electronics
CUST102035,28,Male,Mumbai,Bronze,3994.83,1,Grocery
CUST102036,54,Male,Lucknow,Bronze,1280.09,2,Fashion
CUST102037,40,Male,Delhi,Bronze,4143.14,1,Fashion
CUST102038,32,Female,Chennai,Bronze,4082.97,5,Grocery
CUST102039,31,Other,Hyderabad,Bronze,1367.37,2,Fashion
CUST102040,69,Other,Delhi,Gold,29996.42,20,Grocery
CUST102041,23,Male,Lucknow,Silver,6000.06,5,Electronics
CUST102042,27,Male,Ahmedabad,Silver,7330.1,4,Home
CUST102043,29,Other,Chennai,Bronze,3048.61,1,Electronics
CUST102044,46,Male,Hyderabad,Gold,18015.65,13,Electronics
CUST102045,60,Other,Kolkata,Gold,12837.34,9,Grocery
CUST102046,69,Male,Delhi,Bronze,3069.87,3,Electronics
CUST102047,21,Male,Bangalore,Gold,27201.2,12,Electronics
CUST102048,64,Male,Mumbai,Silver,5695.61,10,Sports
CUST102049,58,Male,Chennai,Bronze,3224.59,2,Home
CUST102050,52,Male,Chennai,Silver,7857.31,7,Grocery
CUST102051,48,Female,Delhi,Silver,6439.83,5,Home
CUST102052,53,Female,Pune,Bronze,2110.86,5,Electronics
CUST102053,21,Other,Pune,Platinum,35565.8,25,Sports
CUST102054,62,Female,Ahmedabad,Gold,24793.12,18,Fashion
CUST102055,67,Male,Pune,Silver,10760.37,4,Grocery
CUST102056,43,Male,Jaipur,Silver,10826.19,8,Fashion
CUST102057,60,Other,Kolkata,Silver,11899.71,7,Fashion
CUST102058,18,Male,Bangalore,Silver,5461.74,3,Fashion
CUST102059,56,Other,Kolkata,Silver,9242.62,7,Home
CUST102060,55,Female,Kolkata,Bronze,1333.0,2,Fashion
CUST102061,66,Male,Lucknow,Silver,9867.14,7,Fashion
CUST102062,23,Other,Hyderabad,Gold,18397.44,15,Home
CUST102063,60,Male,Pune,Silver,3998.08,10,Home
CUST102064,43,Female,Hyderabad,Bronze,3709.53,4,Sports
CUST102065,45,Male,Ahmedabad,Gold,23465.93,9,Home
CUST102066,59,Other,Chennai,Bronze,3706.48,1,Grocery
CUST102067,70,Female,Mumbai,Bronze,2568.95,3,Fashion
CUST102068,20,Female,Hyderabad,Bronze,3219.82,4,Grocery
CUST102069,39,Male,Jaipur,Bronze,2486.21,5,Sports
CUST102070,62,Male,Delhi,Gold,16153.05,10,Fashion
CUST102071,35,Female,Kolkata,Silver,7508.85,3,Grocery
CUST102072,36,Other,Pune,Bronze,2203.25,3,Fashion
CUST102073,51,Female,Chennai,Gold,10064.26,18,Electronics
CUST102074,48,Other,Chennai,Gold,14689.12,20,Fashion
CUST102075,55,Male,Ahmedabad,Gold,10998.22,12,Sports
CUST102076,47,Other,Jaipur,Bronze,1741.13,5,Grocery
CUST102077,44,Female,Kolkata,Silver,10891.55,8,Home
CUST102078,62,Male,Jaipur,Platinum,76611.04,37,Grocery
CUST102079,28,Other,Mumbai,Gold,10820.19,8,Electronics
CUST102080,33,Female,Kolkata,Bronze,649.7,3,Home
CUST102081,33,Male,Delhi,Bronze,2673.71,4,Home
CUST102082,29,Other,Bangalore,Silver,10718.6,3,Home
CUST102083,46,Other,Jaipur,Platinum,57878.71,39,Home
CUST102084,31,Other,Kolkata,Silver,10318.86,10,Fashion
CUST102085,65,Female,Pune,Silver,8731.21,10,Electronics
CUST102086,59,Other,Kolkata,Bronze,2952.79,4,Electronics
CUST102087,66,Male,Kolkata,Silver,11659.42,5,Fashion
