Date,Store_ID,City,Product_ID,Product_Name,Category,Units_Sold,Price,Discount,Holiday,Season,Weather,Customer_Footfall,Marketing_Spend,Competitor_Price,Inventory_Level,Profit
2024-09-27,S117,Pune,P7874,Sofa,Home,367,9531.2,30,Yes,Autumn,Rainy,1174,41763.85,13833.42,1276,919478.89
2025-06-05,S111,Bangalore,P2048,Juice,Grocery,188,660.82,6,No,Monsoon,Cloudy,1197,39140.95,782.23,1683,53605.36
2024-08-07,S114,Kolkata,P9677,T-Shirt,Fashion,85,3482.82,1,No,Monsoon,Stormy,302,22325.15,3647.03,2192,84598.97
2024-04-07,S108,Chennai,P1968,Laptop,Electronics,107,30055.84,26,No,Spring,Sunny,355,12683.64,45020.22,1107,1145837.14
2025-03-31,S119,Ahmedabad,P7735,Dress,Fashion,181,1438.59,21,No,Spring,Cloudy,365,23219.15,1660.46,2290,61618.89
2025-09-05,S104,Pune,P8871,Smartwatch,Electronics,331,21993.12,28,No,Autumn,Cloudy,1091,45165.46,30192.66,4689,1288977.79
2025-12-18,S110,Hyderabad,P6809,Cricket Bat,Sports,141,7466.97,7,No,Winter,Cloudy,449,36021.05,6829.52,975,382347.51
2024-01-21,S108,Delhi,P7177,Jacket,Fashion,410,829.08,6,Yes,Winter,Stormy,862,42489.4,872.7,1309,108317.91
2025-04-03,S118,Ahmedabad,P8044,Headphones,Electronics,233,26991.94,18,No,Spring,Rainy,989,8706.92,35096.44,292,1864622.5
2025-05-13,S113,Ahmedabad,P3751,Table,Home,97,10534.9,15,No,Summer,Sunny,861,32377.13,14220.81,4806,303415.6
2024-10-06,S115,Bangalore,P1887,Snacks,Grocery,101,788.4,10,No,Autumn,Sunny,468,22356.01,750.24,980,18871.23
2024-02-03,S105,Kolkata,P5216,Smartphone,Electronics,119,8158.56,8,No,Winter,Rainy,163,40961.33,9432.57,3244,318655.14
2025-11-02,S100,Pune,P5550,Jeans,Fashion,185,1189.39,17,Yes,Winter,Rainy,735,11959.52,1289.7,4200,62700.7
2025-07-21,S102,Hyderabad,P6454,Football,Sports,240,3163.88,24,No,Monsoon,Stormy,1192,38103.19,4678.32,4688,266013.05
2025-02-22,S103,Pune,P8216,Laptop,Electronics,122,6459.0,0,No,Winter,Cloudy,370,31521.83,6213.85,4704,228928.56
2024-09-30,S109,Mumbai,P6630,Jeans,Fashion,50,2635.75,35,No,Autumn,Stormy,358,43838.55,3746.63,3629,44166.91
2025-11-12,S111,Mumbai,P8906,Rice,Grocery,181,85.09,33,No,Winter,Cloudy,735,11676.1,139.77,1514,5696.39
2024-12-08,S116,Delhi,P9069,Smartwatch,Electronics,195,44738.18,26,No,Winter,Sunny,862,14584.35,58220.82,2720,3276030.46
2024-05-10,S108,Ahmedabad,P2552,Smartwatch,Electronics,143,4997.04,6,No,Summer,Rainy,956,4542.78,5409.09,2332,156909.45
2025-07-21,S103,Bangalore,P2801,Sofa,Home,189,1450.35,1,No,Monsoon,Cloudy,1104,27550.15,1505.77,197,119914.81
2024-01-17,S106,Hyderabad,P6569,Rice,Grocery,265,578.36,24,No,Winter,Rainy,748,47902.61,765.16,3639,39783.24
2024-08-29,S102,Mumbai,P5971,Curtains,Home,82,5272.32,4,No,Monsoon,Rainy,645,45380.16,6254.5,3557,128957.18
2025-12-02,S111,Lucknow,P7496,Cricket Bat,Sports,115,7268.52,32,No,Winter,Cloudy,707,30342.1,11802.48,3284,338873.5
2024-03-21,S108,Kolkata,P6799,Snacks,Grocery,330,645.06,22,No,Spring,Stormy,1099,31954.2,755.32,2438,41550.18
2025-05-28,S118,Kolkata,P7519,Rice,Grocery,77,81.9,9,No,Summer,Cloudy,439,39921.03,80.01,1141,2794.38
2024-10-04,S117,Ahmedabad,P2540,Lamp,Home,250,5202.56,36,Yes,Autumn,Cloudy,793,25010.36,7691.48,3351,316902.51
2024-07-23,S118,Hyderabad,P9488,Rice,Grocery,146,297.57,9,No,Monsoon,Stormy,1104,26989.63,333.34,4277,17308.78
2025-01-27,S111,Kolkata,P3912,Cricket Bat,Sports,134,5848.03,27,No,Winter,Rainy,334,12759.64,8104.42,779,298401.71
2025-06-29,S106,Lucknow,P6557,Yoga Mat,Sports,163,8830.8,1,No,Monsoon,Sunny,980,25359.54,9396.18,319,404176.98
2024-01-19,S104,Kolkata,P5382,Yoga Mat,Sports,198,9941.49,13,No,Winter,Cloudy,245,49705.06,12588.92,2409,740099.38
2024-08-10,S105,Hyderabad,P8064,Smartwatch,Electronics,221,59132.17,3,No,Monsoon,Stormy,914,32346.82,69368.17,2205,3348468.77
2024-02-22,S103,Mumbai,P1025,Tablet,Electronics,298,54854.6,29,No,Winter,Rainy,857,1874.34,67639.57,4574,3663607.02
2024-07-11,S109,Bangalore,P4469,Jacket,Fashion,366,1202.74,23,Yes,Monsoon,Stormy,1026,23099.59,1412.73,3837,191765.37
2025-11-05,S116,Jaipur,P2527,Milk,Grocery,230,576.24,2,No,Winter,Rainy,825,10290.61,540.42,3345,26552.69
2024-06-29,S100,Chennai,P5040,Lamp,Home,331,7835.1,30,No,Monsoon,Sunny,835,29235.19,12711.37,2102,757622.09
2025-10-22,S101,Bangalore,P7673,Bread,Grocery,489,638.78,18,Yes,Autumn,Stormy,961,32597.39,784.92,659,92136.53
2025-02-28,S102,Hyderabad,P5760,Yoga Mat,Sports,238,1547.0,35,No,Winter,Cloudy,947,9472.91,2703.34,2821,97336.66
2025-05-21,S115,Lucknow,P7570,Table,Home,361,10468.38,22,No,Summer,Cloudy,1060,34269.35,13703.62,4021,1526333.66
2024-05-18,S100,Delhi,P1380,Football,Sports,401,2321.52,32,Yes,Summer,Stormy,902,30211.38,3306.57,2719,323909.07
2025-08-19,S101,Lucknow,P2608,Curtains,Home,102,882.84,16,No,Monsoon,Cloudy,1104,35037.05,1177.19,2335,27453.33
2025-10-18,S109,Lucknow,P6727,Curtains,Home,104,17558.66,2,No,Autumn,Cloudy,285,23375.27,18381.0,1372,786713.77
2024-09-19,S106,Hyderabad,P8078,Milk,Grocery,269,518.7,30,No,Autumn,Stormy,959,11421.12,830.63,1165,27032.3
2024-07-30,S102,Delhi,P8169,Juice,Grocery,267,48.96,4,No,Monsoon,Rainy,1094,2462.46,55.41,799,5744.38
2025-02-07,S112,Kolkata,P5472,Dumbbell,Sports,141,7465.11,7,No,Winter,Rainy,643,38634.28,7709.74,3566,226525.52
2024-08-11,S104,Pune,P7090,Shoes,Fashion,70,2635.68,24,No,Monsoon,Stormy,473,16688.62,2958.75,4689,46427.73
2025-12-06,S107,Lucknow,P7324,Snacks,Grocery,259,620.92,24,No,Winter,Sunny,583,30860.27,851.07,1776,40035.1
2025-08-09,S112,Bangalore,P7462,Lamp,Home,24,1802.4,20,No,Monsoon,Sunny,739,20269.19,2585.63,1883,18665.69
2025-02-03,S104,Mumbai,P2265,Tablet,Electronics,138,39735.86,29,No,Winter,Sunny,665,42124.52,55990.0,840,1208879.37
2024-07-19,S115,Hyderabad,P6978,Dumbbell,Sports,229,8084.8,38,No,Monsoon,Cloudy,1164,20235.78,12886.69,601,546078.52
2024-02-07,S115,Mumbai,P7294,Dress,Fashion,321,2216.9,30,Yes,Winter,Sunny,151,33186.04,3237.19,1876,110883.38
2025-08-08,S106,Ahmedabad,P1322,Snacks,Grocery,203,201.3,34,No,Monsoon,Cloudy,205,18625.6,303.36,1209,11936.74
2025-10-02,S111,Mumbai,P7777,Yoga Mat,Sports,275,3902.6,35,No,Autumn,Rainy,367,11785.61,5767.32,1162,303814.69
2025-03-23,S106,Delhi,P9961,Jeans,Fashion,205,2115.75,9,No,Spring,Stormy,1129,31010.85,2048.7,1688,110741.58
2024-06-09,S113,Jaipur,P5359,Snacks,Grocery,241,727.16,2,Yes,Monsoon,Stormy,359,44946.45,685.32,180,28958.12
2024-02-20,S116,Jaipur,P8867,Smartwatch,Electronics,176,36215.4,22,No,Winter,Sunny,743,27603.89,48526.46,2721,2660076.96
2025-10-19,S117,Kolkata,P9058,Sofa,Home,260,9615.06,37,No,Autumn,Rainy,964,27038.14,16507.14,4589,535627.45
2024-12-04,S107,Hyderabad,P8277,Jacket,Fashion,225,2377.9,14,No,Winter,Rainy,1032,29280.7,3064.13,1379,160187.46
2024-03-17,S111,Delhi,P8944,Jeans,Fashion,22,1798.26,18,No,Spring,Cloudy,152,16833.48,1972.33,2473,14010.89
2024-09-15,S115,Bangalore,P8834,Chair,Home,205,2722.98,22,No,Autumn,Stormy,973,12575.9,3983.48,3193,125417.48
2025-08-17,S103,Lucknow,P8193,Football,Sports,196,5015.83,27,No,Monsoon,Cloudy,469,31085.88,7171.01,4418,309559.2
2025-09-01,S111,Pune,P5009,Chair,Home,144,5951.38,38,No,Autumn,Stormy,182,46022.13,8859.37,4724,298506.16
2025-05-03,S115,Chennai,P3585,Shoes,Fashion,298,1128.8,32,No,Summer,Stormy,960,19090.34,1860.43,695,75085.21
2025-04-25,S110,Pune,P9812,Sofa,Home,157,4426.8,38,No,Spring,Sunny,108,45989.09,6762.34,200,239635.85
2024-08-23,S112,Pune,P5659,Yoga Mat,Sports,129,1024.0,36,No,Monsoon,Rainy,617,15842.92,1448.75,3448,20580.2
2024-08-27,S107,Delhi,P4878,Lamp,Home,118,5683.37,23,No,Monsoon,Stormy,692,46702.42,8092.14,4537,222124.97
2025-05-30,S105,Mumbai,P1001,Dumbbell,Sports,392,7809.0,40,No,Summer,Cloudy,1013,25708.12,14418.92,1298,595138.88
2024-02-18,S118,Ahmedabad,P9445,Table,Home,49,13472.91,1,No,Winter,Stormy,1071,25659.0,12898.22,2844,161190.78
2025-01-07,S101,Ahmedabad,P7549,Dress,Fashion,118,519.84,28,No,Winter,Rainy,422,34797.07,645.66,3013,24689.7
2024-08-31,S100,Pune,P2284,Yoga Mat,Sports,117,1141.68,29,No,Monsoon,Stormy,704,10961.54,1632.67,3723,27989.1
2024-04-02,S118,Jaipur,P9290,Chair,Home,375,13772.0,20,Yes,Spring,Rainy,1177,40514.28,16515.55,3310,2104117.73
2025-09-26,S111,Delhi,P6721,Chair,Home,337,1543.18,38,Yes,Autumn,Stormy,968,9901.96,2697.69,4480,196215.7
2024-01-29,S105,Ahmedabad,P4676,Yoga Mat,Sports,88,7922.56,36,No,Winter,Rainy,685,5139.09,12279.23,4027,169731.88
2025-06-25,S111,Jaipur,P7684,T-Shirt,Fashion,263,1924.28,27,No,Monsoon,Sunny,917,22709.23,2397.93,3333,220765.5
2025-05-07,S111,Pune,P8354,Yoga Mat,Sports,95,13785.0,0,No,Summer,Cloudy,955,24588.15,14442.3,2998,519049.2
2025-06-29,S119,Jaipur,P1422,Football,Sports,236,6595.2,28,No,Monsoon,Rainy,482,17788.0,9170.58,3047,678713.85
2024-10-22,S103,Delhi,P7059,Rice,Grocery,409,681.7,15,Yes,Autumn,Sunny,881,19569.78,807.53,1073,118274.24
2025-10-06,S112,Kolkata,P5661,Smartphone,Electronics,170,7037.38,2,No,Autumn,Sunny,688,17450.04,6752.01,4636,488909.81
2024-01-24,S112,Lucknow,P7298,Football,Sports,304,4336.2,27,No,Winter,Cloudy,1086,47326.25,6689.0,1945,370775.73
2025-05-13,S104,Bangalore,P6328,Bread,Grocery,179,469.56,14,No,Summer,Rainy,765,4166.45,589.11,2531,31251.06
2025-09-19,S113,Kolkata,P1577,Dress,Fashion,232,494.55,37,No,Autumn,Sunny,609,35372.31,872.84,4606,34564.72
2024-11-19,S103,Chennai,P7168,Smartwatch,Electronics,182,13158.68,32,No,Winter,Stormy,481,4602.29,21235.6,4933,440030.49
2025-06-30,S117,Mumbai,P4765,T-Shirt,Fashion,86,2588.12,11,No,Monsoon,Sunny,797,3677.81,2804.2,2766,38229.15
2024-06-06,S111,Ahmedabad,P3536,T-Shirt,Fashion,317,1651.68,28,No,Monsoon,Stormy,1075,23168.99,2068.42,1425,111243.46
2024-11-12,S115,Chennai,P1981,Rice,Grocery,117,483.51,29,No,Winter,Rainy,501,5388.02,647.67,4163,10287.84
2024-03-25,S108,Chennai,P7838,Chair,Home,194,9099.2,6,No,Spring,Cloudy,429,22076.88,9052.53,2926,445054.62
2024-05-26,S119,Kolkata,P7047,Yoga Mat,Sports,226,12626.61,7,No,Summer,Rainy,998,28327.54,12576.2,4245,767958.51
2024-07-15,S114,Hyderabad,P6329,Dumbbell,Sports,174,9716.7,30,No,Monsoon,Stormy,54,35546.65,13822.04,1091,628166.75
2024-10-03,S100,Bangalore,P4118,Chair,Home,136,4739.28,22,No,Autumn,Cloudy,839,5229.35,5524.52,3624,186911.57
2025-12-05,S111,Pune,P6760,Laptop,Electronics,148,37131.64,9,No,Winter,Stormy,744,1324.78,39603.91,4533,1420121.73
2024-10-07,S116,Bangalore,P3561,Headphones,Electronics,145,58037.7,13,No,Autumn,Cloudy,116,34921.05,60392.51,1835,2450168.32
2024-09-11,S104,Kolkata,P8394,Table,Home,269,10379.52,28,No,Autumn,Stormy,929,22509.35,14132.37,2850,770085.94
2025-01-29,S117,Ahmedabad,P3474,Lamp,Home,120,7058.88,4,No,Winter,Rainy,904,24960.2,7655.66,4154,252942.17
2025-09-10,S100,Pune,P7925,Shoes,Fashion,128,4054.16,12,No,Autumn,Sunny,862,7048.67,4901.62,1790,163435.01
2024-09-06,S109,Delhi,P9749,Dress,Fashion,179,1640.8,20,No,Autumn,Sunny,1098,1770.48,1988.25,2390,118287.25
2025-07-04,S101,Mumbai,P9204,Cricket Bat,Sports,194,1799.46,22,No,Monsoon,Cloudy,543,28605.02,2337.58,872,131322.29
2024-11-21,S118,Mumbai,P7984,Headphones,Electronics,167,5025.88,24,No,Winter,Cloudy,172,15195.48,5696.19,1256,173805.34
2025-05-21,S117,Lucknow,P6519,Jeans,Fashion,19,1597.06,6,No,Summer,Rainy,740,3112.49,1656.09,632,11023.2
2025-05-06,S119,Lucknow,P7466,Chair,Home,194,1352.37,39,No,Summer,Stormy,774,10012.84,2520.3,4449,44644.83
2025-06-30,S106,Kolkata,P7411,Football,Sports,184,854.64,28,No,Monsoon,Rainy,1014,49296.29,1028.15,3814,69920.2
2025-09-09,S104,Delhi,P7408,Tablet,Electronics,173,28210.0,0,No,Autumn,Rainy,632,25129.45,28325.65,2773,1282988.02
2025-06-26,S119,Bangalore,P3756,Smartphone,Electronics,95,58326.15,11,No,Monsoon,Rainy,474,9473.12,67007.51,1530,2431651.0
2025-11-17,S107,Jaipur,P7026,Snacks,Grocery,60,465.96,34,No,Winter,Stormy,687,18689.37,656.92,4573,8592.33
2025-08-10,S105,Chennai,P7550,Table,Home,210,12997.92,22,No,Monsoon,Cloudy,798,32767.87,15564.89,2854,786390.56
2024-01-14,S115,Ahmedabad,P1888,Smartwatch,Electronics,76,17806.8,40,No,Winter,Sunny,514,38528.34,34052.92,4198,530657.45
2025-01-18,S113,Lucknow,P1301,Lamp,Home,67,11123.64,1,No,Winter,Sunny,459,49460.2,12647.01,2777,333782.56
2024-06-19,S105,Kolkata,P4392,Smartwatch,Electronics,123,11495.76,24,No,Monsoon,Stormy,514,12324.04,14577.56,2498,231849.26
2024-01-08,S102,Ahmedabad,P2983,Headphones,Electronics,83,34506.41,21,No,Winter,Sunny,791,2413.23,38091.62,195,933901.23
2024-08-26,S111,Bangalore,P6976,Table,Home,315,11674.74,23,Yes,Monsoon,Rainy,590,6361.94,15854.12,330,790617.09
2024-04-10,S101,Kolkata,P7937,Lamp,Home,260,4998.84,23,No,Spring,Stormy,951,22745.94,5676.25,2565,401287.6
2024-07-15,S104,Bangalore,P9080,Sofa,Home,277,3348.66,33,No,Monsoon,Stormy,1120,31597.88,5612.93,4393,190430.5
2024-09-12,S103,Ahmedabad,P2856,Tablet,Electronics,113,14506.8,16,No,Autumn,Sunny,371,15345.37,18855.21,2653,301542.0
2025-03-26,S106,Mumbai,P2218,Shoes,Fashion,223,1968.4,26,No,Spring,Stormy,707,16203.0,3014.26,538,134900.94
2024-07-15,S108,Delhi,P9076,Laptop,Electronics,57,54391.22,6,No,Monsoon,Rainy,125,6554.41,60850.52,3802,1188974.23
2025-06-18,S102,Ahmedabad,P5004,T-Shirt,Fashion,130,3176.23,27,No,Monsoon,Cloudy,75,2501.98,4442.03,2698,89046.53
2025-12-27,S114,Jaipur,P2230,Jacket,Fashion,43,3278.5,17,No,Winter,Rainy,670,48059.3,4195.73,671,26283.43
2024-10-25,S112,Kolkata,P9653,Jacket,Fashion,203,1123.47,27,No,Autumn,Cloudy,308,37374.84,1675.94,3562,75238.58
2025-09-03,S111,Mumbai,P3438,Juice,Grocery,75,792.8,20,No,Autumn,Rainy,182,42429.56,989.59,3579,23397.66
2024-04-10,S113,Chennai,P1156,Yoga Mat,Sports,77,9083.14,18,No,Spring,Sunny,246,34860.49,10123.92,953,180055.24
2025-03-11,S107,Mumbai,P9901,Headphones,Electronics,99,8772.0,20,No,Spring,Stormy,819,3622.14,11153.91,4416,319332.4
2024-11-26,S108,Chennai,P9164,Lamp,Home,118,5147.86,38,No,Winter,Stormy,559,22168.94,8559.52,382,181876.5
2025-01-06,S107,Mumbai,P1799,Lamp,Home,421,13625.5,30,Yes,Winter,Sunny,219,45684.9,17220.15,2782,1596482.46
2025-10-21,S100,Lucknow,P1348,Milk,Grocery,199,53.12,36,No,Autumn,Rainy,1078,4303.62,77.2,1355,3498.77
2025-09-12,S119,Bangalore,P7979,Rice,Grocery,238,548.63,17,No,Autumn,Sunny,830,9697.59,658.61,312,19707.76
2024-02-25,S112,Jaipur,P3010,T-Shirt,Fashion,92,1346.88,8,No,Winter,Rainy,378,11273.7,1664.09,1618,37692.62
2024-01-03,S106,Jaipur,P3019,Snacks,Grocery,187,702.15,7,No,Winter,Cloudy,238,10284.5,820.95,4169,31181.92
2024-07-25,S110,Ahmedabad,P5167,Shoes,Fashion,259,1209.39,9,Yes,Monsoon,Sunny,567,10071.65,1304.79,2053,130436.07
2025-04-11,S102,Lucknow,P3350,Yoga Mat,Sports,167,8999.44,8,No,Spring,Cloudy,513,47663.83,10967.03,117,512129.18
2025-12-01,S117,Ahmedabad,P4665,Sofa,Home,128,6062.16,13,No,Winter,Stormy,763,23237.74,6387.97,915,125496.73
2024-03-14,S104,Lucknow,P4921,T-Shirt,Fashion,193,1173.63,13,No,Spring,Sunny,268,2439.67,1279.46,3155,98915.95
2025-02-18,S118,Chennai,P2697,Yoga Mat,Sports,87,2985.06,14,No,Winter,Rainy,118,28328.08,3768.14,4390,112250.14
2025-08-12,S109,Hyderabad,P5072,Football,Sports,250,6987.6,28,No,Monsoon,Rainy,1032,31280.54,8609.97,1014,589167.82
2024-01-07,S119,Lucknow,P2107,Shoes,Fashion,178,989.28,28,No,Winter,Cloudy,602,36004.09,1392.33,2118,68816.22
2025-10-27,S114,Hyderabad,P2568,Football,Sports,121,9656.64,16,No,Autumn,Cloudy,860,9283.47,12676.57,2665,371700.97
2024-01-16,S100,Pune,P6274,Jacket,Fashion,157,3086.85,35,No,Winter,Sunny,304,39173.68,4075.73,4649,123304.38
2024-11-25,S101,Bangalore,P9063,Yoga Mat,Sports,146,6604.26,22,No,Winter,Rainy,1001,4437.4,8139.58,2514,218828.72
2024-01-17,S112,Kolkata,P1997,Curtains,Home,168,8114.08,6,No,Winter,Sunny,932,35151.13,9923.95,4935,309344.53
2024-09-07,S115,Hyderabad,P5188,Smartphone,Electronics,181,11980.8,4,No,Autumn,Stormy,67,38923.89,11412.62,4787,551587.83
2024-04-09,S117,Lucknow,P1238,T-Shirt,Fashion,251,2477.3,30,No,Spring,Rainy,247,20166.53,3887.37,3776,224118.53
2025-05-04,S107,Bangalore,P1993,Bread,Grocery,214,560.48,38,No,Summer,Sunny,736,36108.71,827.75,3713,49318.57
2024-06-11,S101,Lucknow,P9990,Snacks,Grocery,227,244.86,34,No,Monsoon,Sunny,898,27440.74,404.47,2254,19565.71
2025-12-14,S117,Mumbai,P5823,Lamp,Home,208,5717.4,40,No,Winter,Cloudy,223,48713.5,10733.13,2769,250604.94
2025-07-31,S105,Delhi,P9166,Headphones,Electronics,33,39915.18,14,No,Monsoon,Cloudy,210,15857.85,39914.29,4514,439576.87
2025-08-07,S102,Chennai,P6887,Snacks,Grocery,85,313.0,0,No,Monsoon,Sunny,651,2833.09,293.55,3477,5193.92
2025-04-18,S112,Jaipur,P9773,Jacket,Fashion,316,3341.25,1,Yes,Spring,Cloudy,1179,29467.14,3012.49,2410,374951.55
2024-03-26,S106,Jaipur,P6429,Headphones,Electronics,162,14447.8,6,No,Spring,Stormy,772,9667.26,16097.96,590,579258.46
2024-12-03,S119,Delhi,P2783,Milk,Grocery,212,344.31,31,No,Winter,Cloudy,195,31965.72,526.51,4040,13618.56
2024-04-13,S101,Hyderabad,P2992,Jeans,Fashion,254,2920.61,23,No,Spring,Cloudy,819,5882.37,3804.26,2496,240483.52
2025-10-21,S116,Lucknow,P6051,Jacket,Fashion,194,4744.32,4,No,Autumn,Sunny,545,43333.38,5138.76,2327,226225.69
2025-12-30,S119,Bangalore,P6318,Dumbbell,Sports,181,5879.68,36,No,Winter,Cloudy,90,44564.45,9392.14,2635,207288.43
2024-09-18,S112,Hyderabad,P5738,Cricket Bat,Sports,241,559.3,30,No,Autumn,Rainy,1029,20467.56,832.22,4010,23242.07
2024-02-16,S110,Hyderabad,P6744,Milk,Grocery,133,860.25,7,No,Winter,Stormy,309,42487.34,944.88,2611,36547.58
2025-03-11,S112,Delhi,P2974,Football,Sports,34,11960.76,16,No,Spring,Rainy,751,29266.43,14873.96,1825,129901.87
2024-01-16,S116,Pune,P6219,Curtains,Home,234,9694.4,27,No,Winter,Rainy,901,24761.9,13923.71,2373,835921.35
2025-04-06,S114,Delhi,P1299,Jacket,Fashion,180,2103.28,39,No,Spring,Cloudy,123,32355.08,3742.02,4509,78113.52
2025-02-02,S106,Ahmedabad,P5408,Bread,Grocery,149,560.0,30,No,Winter,Stormy,889,11315.56,878.74,2324,36887.54
2024-12-15,S106,Delhi,P8707,Table,Home,262,4318.32,24,No,Winter,Cloudy,1089,44155.92,5678.56,4649,259526.92
2025-03-12,S112,Delhi,P7941,Shoes,Fashion,136,535.34,29,No,Spring,Stormy,677,13945.94,679.91,2438,31754.08
2025-09-09,S112,Mumbai,P4668,Lamp,Home,192,10923.01,33,No,Autumn,Cloudy,335,14631.48,14376.82,2458,574793.55
2025-11-27,S113,Lucknow,P8712,Rice,Grocery,182,657.58,2,No,Winter,Sunny,845,30715.46,640.54,4002,36609.08
2024-08-01,S101,Ahmedabad,P9583,Laptop,Electronics,121,8377.74,37,No,Monsoon,Sunny,339,11216.51,14378.28,2554,203389.46
2024-06-28,S108,Lucknow,P1061,Rice,Grocery,269,575.64,22,Yes,Monsoon,Sunny,291,32598.21,665.94,2561,58194.17
2025-07-09,S104,Jaipur,P2547,Sofa,Home,171,9909.9,22,No,Monsoon,Sunny,218,33022.7,10904.05,1644,348949.88
2024-03-01,S111,Lucknow,P8089,Curtains,Home,128,17430.16,12,No,Spring,Rainy,1036,18505.09,21956.72,2451,803242.26
2025-05-05,S107,Chennai,P1879,Yoga Mat,Sports,232,10671.84,28,No,Summer,Stormy,329,34505.44,12951.41,3818,816270.19
2024-12-03,S111,Hyderabad,P8266,Shoes,Fashion,317,1887.68,32,No,Winter,Rainy,1004,8035.57,3154.23,3879,111357.6
2024-10-01,S119,Mumbai,P8146,Dress,Fashion,117,1559.88,16,No,Autumn,Stormy,1152,19793.94,1921.94,526,57866.42
2024-06-18,S119,Kolkata,P6136,Dumbbell,Sports,580,7278.18,14,No,Monsoon,Sunny,1102,3459.58,7239.88,265,745687.7
2024-05-17,S119,Chennai,P8477,Jeans,Fashion,124,1322.58,33,No,Summer,Sunny,646,31395.87,1809.38,3029,69915.74
2024-08-02,S102,Mumbai,P6296,Laptop,Electronics,190,61918.28,14,No,Monsoon,Sunny,498,24380.33,76197.05,637,2847986.16
2024-07-14,S102,Ahmedabad,P1454,Snacks,Grocery,225,40.32,28,No,Monsoon,Rainy,978,11440.65,61.61,4040,3816.48
2024-10-23,S118,Bangalore,P2257,Table,Home,105,5223.96,16,No,Autumn,Sunny,50,21380.49,5675.55,3223,202414.87
2025-03-12,S112,Delhi,P2392,Jacket,Fashion,218,2493.12,2,Yes,Spring,Cloudy,1014,5089.56,2795.89,353,236000.0
2024-09-05,S102,Mumbai,P7659,Yoga Mat,Sports,93,9096.56,12,No,Autumn,Cloudy,1062,49837.81,10668.67,3517,315550.1
2024-12-06,S112,Bangalore,P6733,Snacks,Grocery,160,167.25,25,No,Winter,Cloudy,166,19952.71,248.2,4197,5777.27
2024-12-11,S108,Mumbai,P9169,Cricket Bat,Sports,214,3520.4,35,No,Winter,Sunny,833,3720.32,6170.74,272,187324.89
2024-12-28,S115,Delhi,P7578,Cricket Bat,Sports,55,1061.76,16,No,Winter,Cloudy,643,5479.02,1187.78,2385,15344.38
2024-05-28,S112,Ahmedabad,P9827,Smartwatch,Electronics,212,10223.39,21,No,Summer,Sunny,515,22474.49,12986.8,3500,811415.89
2025-03-30,S101,Chennai,P2028,Jacket,Fashion,105,4636.0,0,No,Spring,Stormy,832,33313.81,4049.91,186,140941.1
2024-08-13,S113,Pune,P3525,Dumbbell,Sports,102,11823.32,6,No,Monsoon,Sunny,690,13327.19,13957.35,784,529029.53
2025-03-18,S100,Mumbai,P2816,Lamp,Home,211,10208.25,35,No,Spring,Cloudy,416,25838.28,17937.87,3070,902945.22
2025-05-09,S115,Delhi,P8997,Curtains,Home,5,5535.8,11,No,Summer,Rainy,663,29723.54,5505.92,1781,7540.84
2025-01-06,S105,Ahmedabad,P8950,Jacket,Fashion,88,1646.49,29,No,Winter,Cloudy,161,44870.05,2442.74,937,50192.06
2024-10-01,S109,Ahmedabad,P9739,Sofa,Home,158,6101.1,10,No,Autumn,Cloudy,879,40082.27,5885.86,1870,218921.88
2025-07-06,S101,Bangalore,P1630,Snacks,Grocery,314,916.65,3,Yes,Monsoon,Stormy,543,23426.27,867.46,3144,99150.24
2024-04-18,S110,Mumbai,P7206,Curtains,Home,144,9308.16,36,No,Spring,Stormy,761,27542.69,14092.7,1679,549786.84
2025-01-19,S116,Ahmedabad,P1993,Jeans,Fashion,242,1916.88,2,No,Winter,Sunny,843,31107.78,1673.36,3697,94718.73
2025-10-27,S117,Ahmedabad,P4278,Smartwatch,Electronics,235,25610.4,40,No,Autumn,Sunny,945,20085.99,43195.09,4321,2290429.98
2024-01-06,S108,Kolkata,P6131,Smartphone,Electronics,1449,35565.0,40,No,Winter,Stormy,128,19806.84,60435.0,2106,6584127.79
2025-09-17,S101,Pune,P1945,Cricket Bat,Sports,93,5697.68,33,No,Autumn,Sunny,377,42589.35,8313.82,3117,237751.15
2024-02-18,S110,Delhi,P9936,Smartwatch,Electronics,157,41726.07,13,No,Winter,Sunny,1159,14854.73,47741.07,299,1944620.58
2024-01-03,S114,Bangalore,P4665,Bread,Grocery,242,330.33,23,Yes,Winter,Sunny,704,42268.38,480.27,1059,29908.09
2025-03-24,S117,Jaipur,P1220,Lamp,Home,127,3312.48,33,No,Spring,Cloudy,229,26131.22,4734.66,858,173257.98
2024-01-04,S115,Chennai,P7122,Tablet,Electronics,453,12629.89,9,Yes,Winter,Stormy,883,35307.71,12402.55,3234,2119364.53
2025-04-21,S119,Hyderabad,P3471,Smartwatch,Electronics,132,51844.56,3,No,Spring,Stormy,154,18981.41,48616.75,471,2913365.44
2024-05-06,S106,Ahmedabad,P5867,Dress,Fashion,167,1556.16,4,No,Summer,Rainy,931,20079.19,1517.5,1653,41482.8
2025-12-10,S106,Mumbai,P5586,Bread,Grocery,187,602.7,2,No,Winter,Cloudy,272,45891.2,593.13,2006,19303.41
2025-04-03,S119,Jaipur,P7731,Dumbbell,Sports,76,2295.92,12,No,Spring,Sunny,625,8627.07,2863.14,2071,42322.43
