Transaction_ID,Date,Customer_ID,Product_ID,Amount,Payment_Method,Quantity,Store_ID
TXN1001209,2024-11-11,CUST100052,P3759,28680.72,UPI,8,S103
TXN1001210,2025-06-21,CUST103414,P5724,131565.73,Credit Card,7,S105
TXN1001211,2024-07-21,CUST103985,P3981,255581.08,UPI,9,S114
TXN1001212,2024-07-24,CUST100483,P3993,88369.8,Debit Card,4,S113
TXN1001213,2024-04-21,CUST105213,P3721,37897.31,Debit Card,2,S102
TXN1001214,2024-12-16,CUST100243,P4846,4595.03,Cash,8,S103
TXN1001215,2024-01-08,CUST105450,P1685,79220.3,Credit Card,2,S116
TXN1001216,2025-06-16,CUST102177,P8961,172237.89,Debit Card,8,S119
TXN1001217,2024-12-17,CUST102582,P4925,113903.65,Wallet,6,S112
TXN1001218,2024-12-30,CUST102705,P2641,36288.49,Cash,1,S112
TXN1001219,2024-05-22,CUST100210,P3013,166361.87,Debit Card,9,S107
TXN1001220,2025-11-05,CUST103892,P9436,1793.0,Wallet,7,S106
TXN1001221,2024-11-25,CUST100136,P6901,33928.68,Wallet,1,S110
TXN1001222,2025-05-11,CUST103278,P2333,296069.32,Cash,6,S115
TXN1001223,2024-04-12,CUST103152,P5814,435059.5,Credit Card,10,S104
TXN1001224,2025-05-31,CUST100260,P3094,333075.76,UPI,8,S109
TXN1001225,2025-04-23,CUST101376,P8311,24241.98,Cash,2,S117
TXN1001226,2025-11-06,CUST105733,P2465,16191.48,Cash,2,S100
TXN1001227,2025-01-27,CUST102296,P4610,237900.22,Wallet,5,S115
TXN1001228,2025-11-12,CUST101112,P9757,348878.69,UPI,8,S110
TXN1001229,2025-09-07,CUST100529,P6623,229114.13,Wallet,7,S112
TXN1001230,2025-03-23,CUST101911,P4662,22376.24,UPI,5,S109
TXN1001231,2025-08-29,CUST101541,P2902,426811.82,Debit Card,10,S104
TXN1001232,2025-08-13,CUST100013,P6092,9573.9,Net Banking,1,S117
TXN1001233,2025-03-09,CUST102618,P6980,88739.16,Net Banking,3,S119
TXN1001234,2024-01-10,CUST104409,P8546,251262.67,Credit Card,6,S109
TXN1001235,2025-04-11,CUST101207,P5643,89952.38,Wallet,3,S101
TXN1001236,2025-12-06,CUST101011,P5480,248017.74,Cash,10,S106
TXN1001237,2025-01-20,CUST100481,P6458,127256.07,Wallet,3,S106
TXN1001238,2024-08-18,CUST105737,P1861,45075.54,Cash,3,S112
TXN1001239,2024-06-12,CUST100176,P9977,237490.01,Debit Card,7,S113
TXN1001240,2025-02-04,CUST103203,P2176,127709.71,Wallet,9,S109
TXN1001241,2025-12-18,CUST104489,P7451,75276.19,Credit Card,2,S110
TXN1001242,2024-02-25,CUST105812,P5981,231201.24,Wallet,8,S105
TXN1001243,2025-05-09,CUST102384,P3372,281558.27,Credit Card,197,S106
TXN1001244,2024-05-31,CUST103084,P7997,53530.9,UPI,3,S103
TXN1001245,2024-02-23,CUST100961,P9444,290936.26,Net Banking,6,S113
TXN1001246,2025-02-17,CUST102007,P1556,48964.86,Credit Card,2,S112
TXN1001247,2024-06-25,CUST105347,P7150,27666.56,Cash,2,S112
TXN1001248,2025-01-11,CUST100095,P2966,49024.0,UPI,2,S103
TXN1001249,2025-06-05,CUST101842,P1377,240269.68,Net Banking,10,S118
TXN1001250,2024-04-06,CUST104856,P3967,104918.32,Cash,7,S113
TXN1001251,2024-11-29,CUST100520,P9806,59251.34,Cash,3,S100
TXN1001252,2025-06-26,CUST104002,P2047,321444.73,Net Banking,9,S117
TXN1001253,2024-05-07,CUST101699,P2922,1097.0,Net Banking,3,S105
TXN1001254,2024-11-17,CUST101007,P1641,98000.28,Net Banking,3,S106
TXN1001255,2024-09-19,CUST100286,P2386,36483.25,Net Banking,2,S109
TXN1001256,2025-03-09,CUST105391,P1001,189264.44,Debit Card,4,S101
TXN1001257,2024-10-27,CUST105399,P9750,196584.78,Credit Card,8,S118
TXN1001258,2024-12-26,CUST104965,P9818,298481.29,Credit Card,9,S103
TXN1001259,2024-02-07,CUST101540,P3321,150735.02,Credit Card,5,S104
TXN1001260,2025-01-02,CUST102272,P3105,275374.46,Cash,10,S102
TXN1001261,2025-10-27,CUST101337,P7554,270869.05,UPI,8,S108
TXN1001262,2024-05-26,CUST104390,P4338,99536.86,Wallet,2,S108
TXN1001263,2024-07-16,CUST105852,P7097,302867.4,Wallet,10,S116
TXN1001264,2024-06-06,CUST102591,P8104,87150.94,UPI,7,S119
TXN1001265,2025-06-28,CUST100901,P9984,224314.0,UPI,7,S110
TXN1001266,2024-12-07,CUST102238,P3397,19950.19,Debit Card,4,S100
TXN1001267,2024-08-15,CUST103101,P2720,72887.08,Credit Card,2,S116
TXN1001268,2025-05-16,CUST100782,P9666,259700.27,Wallet,6,S118
TXN1001269,2025-09-14,CUST100811,P1785,27346.67,Debit Card,3,S112
TXN1001270,2025-11-25,CUST104355,P7597,104217.16,Net Banking,8,S104
TXN1001271,2025-12-31,CUST101273,P3070,110392.73,Cash,3,S118
TXN1001272,2025-10-16,CUST103032,P5081,92369.16,Cash,10,S114
TXN1001273,2025-04-24,CUST104114,P5699,235448.41,Cash,5,S116
TXN1001274,2024-08-22,CUST102500,P2424,211388.78,Cash,5,S110
TXN1001275,2024-03-19,CUST105979,P4932,5929.67,Credit Card,2,S118
TXN1001276,2025-07-21,CUST104037,P1175,326401.79,Wallet,7,S116
TXN1001277,2025-05-24,CUST104218,P9722,61705.4,Cash,2,S100
TXN1001278,2024-01-08,CUST105850,P7962,110582.01,Wallet,9,S111
TXN1001279,2025-06-24,CUST105603,P1693,337586.56,Cash,10,S105
TXN1001280,2025-06-20,CUST101843,P3864,51465.71,Debit Card,2,S104
TXN1001281,2025-03-08,CUST104059,P7211,50892.4,Debit Card,3,S103
TXN1001282,2025-07-06,CUST100965,P5752,514897.18,Cash,195,S109
TXN1001283,2024-11-08,CUST105267,P9446,42432.75,Cash,1,S119
TXN1001284,2024-01-07,CUST105042,P8542,32684.92,Debit Card,6,S111
TXN1001285,2024-07-09,CUST103293,P6808,24653.1,UPI,1,S113
TXN1001286,2025-06-10,CUST101259,P7729,15731.91,Cash,2,S100
TXN1001287,2024-08-19,CUST103855,P7477,128845.44,Debit Card,6,S111
TXN1001288,2024-10-02,CUST100890,P8185,142012.12,Credit Card,8,S104
TXN1001289,2025-01-02,CUST105809,P4251,4217.58,Credit Card,2,S109
TXN1001290,2024-12-05,CUST100258,P3626,24110.94,Cash,4,S108
TXN1001291,2025-05-22,CUST105584,P3087,217962.77,Cash,6,S116
TXN1001292,2025-02-02,CUST101076,P2797,15723.09,UPI,2,S104
TXN1001293,2025-12-01,CUST101937,P1852,221387.01,Cash,6,S119
TXN1001294,2024-10-23,CUST102311,P8961,61837.79,Cash,2,S107
TXN1001295,2024-07-10,CUST102043,P5606,66699.78,Debit Card,2,S107
TXN1001296,2025-04-30,CUST105787,P2688,85631.25,Net Banking,9,S105
TXN1001297,2025-10-06,CUST105197,P3436,80496.12,UPI,4,S104
TXN1001298,2024-07-15,CUST101197,P7984,4637.68,Net Banking,1,S106
TXN1001299,2025-02-21,CUST104300,P6020,85444.74,Credit Card,4,S110
TXN1001300,2025-03-13,CUST105274,P1846,91212.25,UPI,5,S108
TXN1001301,2025-12-29,CUST103424,P5046,12842.21,UPI,6,S105
TXN1001302,2024-11-25,CUST101736,P5674,41024.07,Debit Card,8,S119
TXN1001303,2025-05-18,CUST102978,P6476,167402.41,UPI,5,S103
TXN1001304,2024-05-13,CUST102713,P6907,158941.3,Wallet,6,S118
TXN1001305,2025-10-27,CUST102260,P4441,443709.71,Cash,10,S102
TXN1001306,2025-09-08,CUST100985,P1672,97270.83,Wallet,10,S106
TXN1001307,2024-04-11,CUST100613,P9955,362949.98,Debit Card,10,S109
TXN1001308,2024-07-25,CUST104370,P3517,20968.81,Credit Card,1,S106
TXN1001309,2025-07-27,CUST102845,P6996,364410.99,Wallet,8,S103
TXN1001310,2025-03-05,CUST104290,P9255,13780.02,Credit Card,1,S119
TXN1001311,2024-10-23,CUST100372,P1996,99207.17,Wallet,4,S112
TXN1001312,2025-06-09,CUST100614,P3711,225349.44,Net Banking,8,S112
TXN1001313,2025-09-13,CUST102224,P4390,85913.13,UPI,3,S105
TXN1001314,2024-01-10,CUST104200,P8461,117142.63,Wallet,9,S116
TXN1001315,2024-10-30,CUST105802,P5399,101466.72,UPI,9,S105
TXN1001316,2024-10-25,CUST100320,P3427,218409.02,Credit Card,5,S108
TXN1001317,2024-09-11,CUST101720,P9758,63341.75,UPI,2,S111
TXN1001318,2024-11-28,CUST100681,P9999,102381.55,Wallet,5,S104
TXN1001319,2024-11-28,CUST100469,P1170,53514.53,Credit Card,6,S108
TXN1001320,2025-07-04,CUST105384,P2743,304600.01,Wallet,7,S108
TXN1001321,2025-07-18,CUST101688,P8244,41102.16,Debit Card,4,S108
TXN1001322,2025-02-08,CUST101275,P8308,73980.55,Wallet,4,S113
TXN1001323,2024-04-05,CUST104062,P3973,76192.88,Credit Card,8,S105
TXN1001324,2024-07-03,CUST105304,P5621,44274.13,Debit Card,1,S105
TXN1001325,2025-12-04,CUST104979,P4077,42754.22,Credit Card,2,S102
TXN1001326,2025-10-22,CUST103297,P2642,271839.12,Credit Card,9,S100
TXN1001327,2024-01-22,CUST100901,P1222,38528.87,Credit Card,1,S107
TXN1001328,2025-10-04,CUST104912,P1221,36832.96,UPI,1,S117
TXN1001329,2025-12-25,CUST100696,P4314,133890.83,Cash,3,S118
TXN1001330,2024-11-10,CUST102717,P8846,81665.91,Credit Card,3,S101
TXN1001331,2025-07-10,CUST101008,P1347,14907.25,UPI,1,S117
TXN1001332,2025-03-01,CUST101161,P1019,85656.23,UPI,4,S107
TXN1001333,2025-11-02,CUST102349,P4700,172492.93,Wallet,7,S103
TXN1001334,2024-08-17,CUST100833,P5617,100517.2,UPI,6,S119
TXN1001335,2024-03-27,CUST100355,P3475,50426.16,Cash,3,S116
TXN1001336,2025-03-11,CUST101230,P5940,437825.68,Debit Card,10,S111
TXN1001337,2025-05-26,CUST105420,P7047,197319.6,Wallet,5,S102
TXN1001338,2024-06-01,CUST105372,P3401,134340.6,Credit Card,6,S112
TXN1001339,2025-05-04,CUST100551,P2854,73189.24,Cash,10,S108
TXN1001340,2024-05-10,CUST101489,P7308,127495.32,Debit Card,6,S115
TXN1001341,2025-02-27,CUST104929,P6463,57662.83,Wallet,3,S107
TXN1001342,2025-07-05,CUST104372,P9070,173636.1,Net Banking,9,S107
TXN1001343,2025-03-07,CUST104316,P4593,486.04,Credit Card,2,S111
TXN1001344,2024-01-18,CUST102968,P8764,136730.88,UPI,3,S101
TXN1001345,2024-05-22,CUST102414,P8543,36601.86,Net Banking,3,S113
TXN1001346,2024-02-27,CUST101128,P2920,104509.54,Cash,3,S100
TXN1001347,2024-02-25,CUST105745,P2736,418881.16,UPI,10,S115
TXN1001348,2024-01-31,CUST101203,P6984,11836.67,UPI,3,S107
TXN1001349,2025-03-02,CUST101226,P3988,299444.36,Wallet,8,S104
TXN1001350,2024-11-02,CUST103851,P7742,86458.66,Cash,6,S100
TXN1001351,2025-10-19,CUST100263,P3843,178919.06,Credit Card,9,S100
TXN1001352,2025-04-10,CUST104539,P5227,354967.05,Net Banking,10,S109
TXN1001353,2024-06-09,CUST102226,P2506,334641.81,Cash,9,S104
TXN1001354,2024-02-27,CUST101793,P7427,90880.99,Wallet,3,S117
TXN1001355,2025-12-10,CUST103837,P8821,248279.75,Wallet,6,S112
TXN1001356,2025-01-15,CUST105297,P7950,21238.25,Debit Card,4,S103
TXN1001357,2024-12-09,CUST100229,P4924,27062.9,Credit Card,5,S117
TXN1001358,2024-01-12,CUST102532,P4075,108834.52,Credit Card,9,S101
TXN1001359,2025-08-06,CUST104626,P1735,24976.4,Cash,10,S101
TXN1001360,2024-11-12,CUST100069,P6843,49123.48,Cash,5,S116
TXN1001361,2024-12-30,CUST101061,P2595,30840.26,Cash,6,S116
TXN1001362,2024-06-02,CUST100194,P7260,116615.66,Net Banking,8,S101
TXN1001363,2025-04-19,CUST100645,P2528,153857.61,Credit Card,4,S104
TXN1001364,2025-05-28,CUST104229,P9573,102102.8,Cash,6,S104
TXN1001365,2025-03-17,CUST100327,P7350,121532.66,Credit Card,4,S119
TXN1001366,2025-08-03,CUST105142,P9151,76678.47,UPI,2,S104
TXN1001367,2024-03-30,CUST104087,P2541,373675.14,Debit Card,8,S105
TXN1001368,2024-10-13,CUST104722,P6952,54248.36,UPI,6,S102
TXN1001369,2024-09-21,CUST103876,P5194,375979.92,Wallet,8,S104
TXN1001370,2025-05-14,CUST100324,P6955,214321.74,Cash,5,S113
TXN1001371,2024-05-12,CUST103611,P7008,168721.08,Net Banking,9,S110
TXN1001372,2025-06-02,CUST103687,P5306,37078.02,Net Banking,1,S101
TXN1001373,2025-07-28,CUST100065,P3532,15988.94,Debit Card,2,S112
TXN1001374,2024-03-15,CUST101827,P7360,140096.03,Wallet,8,S102
TXN1001375,2025-07-01,CUST103808,P2787,91762.54,Credit Card,2,S103
TXN1001376,2025-03-19,CUST101634,P7578,103121.61,UPI,6,S110
TXN1001377,2024-08-05,CUST105753,P8802,4020.58,Debit Card,2,S114
TXN1001378,2025-04-26,CUST101192,P4497,296350.54,Net Banking,6,S101
TXN1001379,2024-03-04,CUST102961,P8046,85227.96,Credit Card,8,S101
TXN1001380,2025-12-01,CUST103464,P5421,21356.03,Wallet,5,S105
TXN1001381,2025-02-18,CUST100669,P5887,86270.68,Cash,8,S116
TXN1001382,2024-07-07,CUST100440,P2514,58171.48,Debit Card,7,S109
TXN1001383,2025-03-05,CUST103945,P8790,434546.39,Wallet,9,S105
TXN1001384,2025-12-10,CUST104672,P7375,10008.14,Net Banking,1,S119
TXN1001385,2025-08-15,CUST105050,P3369,4847.52,Wallet,6,S110
TXN1001386,2024-05-31,CUST104091,P6184,26427.71,Wallet,2,S113
TXN1001387,2025-04-06,CUST101029,P8361,110092.76,UPI,10,S101
TXN1001388,2025-03-06,CUST105705,P9947,32655.75,Net Banking,3,S112
TXN1001389,2024-07-14,CUST105567,P1235,91002.17,Debit Card,6,S100
TXN1001390,2024-05-07,CUST105728,P9177,141210.21,Cash,8,S113
TXN1001391,2025-03-12,CUST104285,P6502,42952.68,Credit Card,2,S114
TXN1001392,2025-09-01,CUST101332,P9892,295890.5,Cash,7,S109
TXN1001393,2025-03-23,CUST105194,P5640,403163.94,UPI,10,S102
TXN1001394,2025-10-27,CUST100134,P7738,92737.45,Cash,2,S119
TXN1001395,2025-03-30,CUST104123,P1534,56108.4,Cash,5,S106
TXN1001396,2025-01-25,CUST100937,P4204,387072.35,UPI,8,S111
TXN1001397,2025-02-26,CUST105282,P7484,25427.28,Debit Card,1,S107
TXN1001398,2025-11-05,CUST102166,P6036,2152.23,Wallet,7,S107
TXN1001399,2024-02-03,CUST100127,P1430,123059.15,Debit Card,3,S116
TXN1001400,2024-12-09,CUST101396,P8045,38855.02,Net Banking,4,S112
TXN1001401,2024-02-22,CUST104733,P8030,146610.14,Wallet,3,S112
TXN1001402,2024-11-21,CUST104237,P3595,248711.68,Credit Card,7,S103
TXN1001403,2024-05-01,CUST105172,P7422,237200.73,Net Banking,5,S105
TXN1001404,2024-04-05,CUST100210,P8166,7737.13,Wallet,1,S118
TXN1001405,2025-07-10,CUST100645,P7265,49172.37,Wallet,1,S104
TXN1001406,2025-01-01,CUST101528,P4927,107269.28,Debit Card,4,S106
TXN1001407,2025-01-22,CUST102133,P1847,157045.78,UPI,5,S104
TXN1001408,2025-08-16,CUST100847,P2817,43545.0,Net Banking,8,S103
TXN1001409,2024-07-03,CUST100760,P2267,156807.44,Debit Card,8,S106
TXN1001410,2024-01-23,CUST103389,P2205,84750.15,Wallet,8,S102
TXN1001411,2024-11-17,CUST105190,P8387,1818.0,Credit Card,3,S109
TXN1001412,2025-08-03,CUST105170,P1515,48494.32,Debit Card,2,S111
TXN1001413,2025-07-13,CUST100041,P3595,417028.51,Wallet,9,S108
TXN1001414,2024-01-31,CUST104390,P1377,98043.26,Net Banking,9,S104
TXN1001415,2024-08-10,CUST100241,P6366,109243.26,Credit Card,3,S102
TXN1001416,2024-10-01,CUST102241,P8890,141733.48,UPI,4,S111
TXN1001417,2025-04-23,CUST104061,P8144,113216.83,Cash,9,S106
TXN1001418,2024-10-14,CUST103218,P2685,83660.9,Net Banking,10,S109
TXN1001419,2025-05-14,CUST103550,P8309,285691.15,Net Banking,7,S108
TXN1001420,2025-09-13,CUST103137,P8033,75042.51,Net Banking,4,S111
TXN1001421,2024-03-06,CUST103681,P3740,29384.78,Net Banking,1,S108
TXN1001422,2025-10-22,CUST104345,P6771,63540.55,UPI,7,S103
TXN1001423,2024-07-09,CUST102930,P5019,37322.04,Credit Card,2,S111
TXN1001424,2024-05-05,CUST100078,P6219,10767.24,Wallet,1,S110
TXN1001425,2024-11-25,CUST101905,P2085,74812.78,Debit Card,7,S119
TXN1001426,2025-07-28,CUST102277,P2225,341383.83,Wallet,10,S113
TXN1001427,2024-11-23,CUST101623,P4229,2434.91,Cash,1,S115
TXN1001428,2024-05-02,CUST101016,P8418,88798.31,Net Banking,3,S110
TXN1001429,2024-01-22,CUST102335,P1292,142898.54,UPI,10,S114
TXN1001430,2025-02-16,CUST100303,P9740,290468.75,UPI,9,S110
TXN1001431,2024-04-07,CUST103400,P5931,100385.91,Debit Card,5,S111
TXN1001432,2024-11-16,CUST104045,P1771,173022.48,Debit Card,7,S114
TXN1001433,2024-05-04,CUST103063,P2683,41290.28,Credit Card,1,S101
TXN1001434,2024-11-26,CUST105632,P8138,38555.47,Credit Card,4,S102
TXN1001435,2025-01-12,CUST104403,P1080,5629.1,Debit Card,1,S101
TXN1001436,2024-03-17,CUST102160,P6395,349633.75,Cash,10,S108
TXN1001437,2025-08-20,CUST103774,P2964,113029.31,Debit Card,3,S104
TXN1001438,2025-02-27,CUST105217,P8320,24204.24,Net Banking,2,S116
TXN1001439,2025-05-16,CUST102298,P6274,106113.76,Credit Card,8,S102
TXN1001440,2024-03-25,CUST102891,P4971,15398.82,Wallet,4,S102
TXN1001441,2024-08-05,CUST100107,P4541,195468.11,Cash,8,S106
TXN1001442,2025-08-27,CUST104322,P9420,196793.63,Debit Card,6,S114
TXN1001443,2024-04-18,CUST101065,P4584,260436.92,Cash,6,S114
TXN1001444,2025-02-13,CUST101539,P2124,171723.37,Cash,5,S105
TXN1001445,2025-08-14,CUST105311,P2672,111830.39,Cash,3,S103
TXN1001446,2025-04-16,CUST101532,P5370,22686.78,Cash,1,S116
TXN1001447,2025-07-17,CUST100688,P6806,139346.95,Credit Card,7,S104
TXN1001448,2024-12-07,CUST100435,P8230,12759.03,Debit Card,5,S103
TXN1001449,2025-03-08,CUST101588,P5816,118972.21,Cash,4,S105
TXN1001450,2025-05-20,CUST104248,P8103,64705.22,Wallet,2,S101
TXN1001451,2024-08-12,CUST100943,P1870,12014.48,Net Banking,1,S108
TXN1001452,2024-10-09,CUST101855,P7628,77506.98,Cash,7,S103
TXN1001453,2025-12-09,CUST102197,P9112,69787.57,Credit Card,4,S106
TXN1001454,2025-09-02,CUST102359,P1050,90796.69,Credit Card,2,S116
TXN1001455,2024-11-08,CUST105635,P4909,25246.82,Debit Card,3,S102
TXN1001456,2025-04-11,CUST101161,P1208,9114.08,Cash,8,S110
TXN1001457,2024-03-19,CUST101398,P1159,291996.27,Debit Card,10,S115
TXN1001458,2024-09-10,CUST103871,P2792,34034.31,UPI,1,S118
TXN1001459,2024-08-21,CUST104303,P9243,15268.87,Credit Card,3,S103
TXN1001460,2024-12-09,CUST103707,P9039,199224.51,Net Banking,6,S108
TXN1001461,2025-04-14,CUST100111,P6777,222897.42,Wallet,5,S110
TXN1001462,2025-09-02,CUST103967,P2847,182189.78,Wallet,5,S116
TXN1001463,2025-02-24,CUST101804,P3320,73763.72,Cash,6,S100
TXN1001464,2025-03-17,CUST102944,P4380,63945.63,Credit Card,2,S112
TXN1001465,2025-10-03,CUST105560,P9927,106711.49,Net Banking,8,S105
TXN1001466,2024-12-05,CUST103203,P7836,10754.44,Debit Card,5,S106
TXN1001467,2024-12-17,CUST105016,P3014,338875.86,Cash,7,S118
TXN1001468,2024-10-22,CUST100902,P1136,186953.94,Wallet,8,S104
TXN1001469,2024-10-23,CUST105110,P3664,16621.81,Cash,5,S109
TXN1001470,2025-04-09,CUST100335,P4560,13771.72,Net Banking,5,S103
TXN1001471,2025-03-16,CUST102885,P1010,17575.89,Debit Card,1,S104
TXN1001472,2025-05-29,CUST105450,P3540,14435.9,Wallet,2,S108
TXN1001473,2025-03-18,CUST104794,P2322,118557.85,Credit Card,5,S101
TXN1001474,2025-11-25,CUST105218,P7328,312636.65,Cash,7,S103
TXN1001475,2025-09-03,CUST102545,P3839,402385.74,Cash,10,S110
TXN1001476,2024-07-23,CUST102048,P3223,105861.05,Net Banking,7,S106
TXN1001477,2025-08-03,CUST105147,P8555,352278.41,Credit Card,9,S112
TXN1001478,2024-04-08,CUST101135,P9627,201923.02,Wallet,8,S110
TXN1001479,2025-01-01,CUST103836,P6803,336533.41,Cash,7,S113
TXN1001480,2025-07-26,CUST100216,P7896,90703.51,Credit Card,2,S119
TXN1001481,2025-08-17,CUST104195,P7113,135016.89,Net Banking,3,S117
TXN1001482,2024-02-24,CUST103216,P3063,162358.77,Wallet,7,S100
TXN1001483,2025-06-14,CUST103770,P1890,83023.45,UPI,2,S108
TXN1001484,2024-12-07,CUST104868,P2595,172802.93,Net Banking,5,S115
TXN1001485,2024-05-04,CUST104789,P9369,25861.58,Wallet,1,S106
TXN1001486,2025-05-22,CUST101117,P4662,107955.56,Debit Card,3,S109
TXN1001487,2025-05-11,CUST105109,P4288,15471.6,UPI,2,S100
TXN1001488,2025-06-16,CUST100793,P5050,5321.41,UPI,4,S115
TXN1001489,2025-02-04,CUST100455,P2995,245682.72,Cash,5,S115
TXN1001490,2025-07-13,CUST102132,P8194,73976.94,UPI,10,S113
TXN1001491,2024-05-25,CUST105385,P4943,30292.55,Net Banking,3,S117
TXN1001492,2024-10-23,CUST105468,P2638,334182.13,Cash,10,S111
TXN1001493,2025-12-15,CUST100879,P8601,10470.15,Cash,7,S104
TXN1001494,2025-07-31,CUST103190,P1180,322909.38,Debit Card,10,S101
TXN1001495,2025-09-26,CUST103641,P1698,264797.8,Credit Card,6,S114
TXN1001496,2024-01-10,CUST101296,P6861,157561.39,Net Banking,9,S106
TXN1001497,2025-02-03,CUST104202,P2028,52974.49,Wallet,3,S104
TXN1001498,2024-12-13,CUST103764,P3294,230907.5,Wallet,5,S109
TXN1001499,2025-10-22,CUST103962,P7168,230754.75,Net Banking,8,S105
TXN1001500,2025-11-05,CUST104304,P5247,88451.16,Wallet,3,S110
TXN1001501,2025-08-21,CUST105058,P7615,85232.71,UPI,2,S100
TXN1001502,2024-04-08,CUST105449,P2740,130004.82,Wallet,8,S115
TXN1001503,2024-08-30,CUST100863,P3850,22330.98,Cash,7,S102
TXN1001504,2024-02-08,CUST100597,P8234,277111.12,Net Banking,6,S100
TXN1001505,2025-12-16,CUST103682,P7187,83603.29,Wallet,3,S118
TXN1001506,2025-05-17,CUST103584,P5687,87038.98,Credit Card,4,S105
TXN1001507,2024-07-15,CUST100704,P1397,81038.88,Credit Card,2,S101
TXN1001508,2025-01-03,CUST103342,P9955,68299.65,Debit Card,2,S105
TXN1001509,2025-10-19,CUST104326,P9129,165584.12,Credit Card,4,S118
TXN1001510,2024-12-31,CUST105066,P3258,62621.98,Cash,2,S113
TXN1001511,2025-08-05,CUST100640,P3083,53861.24,Debit Card,9,S103
TXN1001512,2025-09-07,CUST104428,P6421,46121.44,Credit Card,1,S109
TXN1001513,2025-12-21,CUST102931,P2113,80303.24,Debit Card,3,S102
TXN1001514,2025-06-14,CUST105007,P9192,14633.73,Cash,5,S119
TXN1001515,2024-04-23,CUST104774,P8716,8552.54,Wallet,5,S100
TXN1001516,2024-07-24,CUST102740,P1973,122569.33,Credit Card,3,S117
TXN1001517,2025-11-10,CUST100510,P4860,361806.09,UPI,8,S118
TXN1001518,2024-02-06,CUST102833,P2159,325326.7,Net Banking,7,S119
TXN1001519,2025-05-05,CUST101060,P5432,24880.18,UPI,1,S101
TXN1001520,2024-12-24,CUST103534,P8824,232846.01,Credit Card,5,S100
TXN1001521,2024-07-19,CUST104376,P7215,2701.81,Net Banking,1,S115
TXN1001522,2025-12-13,CUST101025,P8040,41073.21,Net Banking,7,S104
TXN1001523,2025-09-22,CUST103012,P6763,183646.49,Debit Card,4,S113
TXN1001524,2024-04-04,CUST104821,P1164,113782.5,Cash,4,S117
TXN1001525,2024-01-16,CUST105896,P5094,6423.12,UPI,1,S101
TXN1001526,2024-02-14,CUST102573,P6728,499046.32,Wallet,10,S107
TXN1001527,2025-02-11,CUST103921,P3005,93849.34,UPI,2,S108
TXN1001528,2025-12-23,CUST102924,P4609,376617.65,Wallet,8,S109
TXN1001529,2024-10-26,CUST105354,P5001,314269.26,Debit Card,9,S110
TXN1001530,2024-02-25,CUST102839,P7731,40144.59,Cash,10,S108
TXN1001531,2025-06-17,CUST101888,P5996,168140.34,Credit Card,9,S103
TXN1001532,2024-05-25,CUST100293,P4851,381255.55,Wallet,8,S114
TXN1001533,2024-02-04,CUST102214,P5554,413762.25,Cash,10,S109
TXN1001534,2024-10-12,CUST104995,P7290,154357.57,UPI,8,S112
TXN1001535,2024-07-29,CUST103107,P4021,231378.58,Net Banking,7,S101
TXN1001536,2024-12-22,CUST100212,P6508,189434.43,Net Banking,5,S106
TXN1001537,2025-09-28,CUST103555,P8004,19466.72,UPI,1,S117
TXN1001538,2025-11-25,CUST102354,P9761,287912.7,Cash,8,S118
TXN1001539,2024-09-23,CUST101331,P7247,53443.59,Wallet,8,S107
TXN1001540,2025-11-29,CUST102247,P2401,67771.46,Net Banking,4,S109
TXN1001541,2025-09-22,CUST102246,P6926,195715.36,Wallet,5,S108
TXN1001542,2025-09-14,CUST100101,P3036,209081.95,Net Banking,5,S110
TXN1001543,2025-03-30,CUST103790,P1282,15571.9,UPI,8,S114
TXN1001544,2025-10-15,CUST104559,P4569,328634.81,UPI,7,S118
TXN1001545,2025-09-16,CUST104517,P6145,25949.09,Cash,2,S105
TXN1001546,2024-09-22,CUST104054,P3084,29721.6,Wallet,4,S105
TXN1001547,2024-02-20,CUST101906,P2875,43042.46,Credit Card,1,S116
TXN1001548,2024-02-12,CUST104533,P4734,48766.59,Wallet,1,S108
TXN1001549,2024-12-27,CUST104427,P1732,55472.58,Credit Card,10,S111
TXN1001550,2024-04-25,CUST104186,P2268,114245.03,Credit Card,4,S110
TXN1001551,2025-11-28,CUST103407,P2169,9325.82,Debit Card,7,S104
TXN1001552,2025-01-03,CUST102744,P7686,186801.76,Cash,6,S109
TXN1001553,2024-02-15,CUST102382,P3458,304910.03,UPI,10,S103
TXN1001554,2025-06-07,CUST105863,P9326,470029.98,Wallet,10,S111
TXN1001555,2025-08-19,CUST100267,P3458,334344.15,Wallet,7,S102
TXN1001556,2024-08-17,CUST104631,P9249,367241.67,Wallet,10,S117
TXN1001557,2024-05-04,CUST104323,P1842,260647.66,Cash,10,S116
TXN1001558,2024-07-18,CUST104712,P5801,159881.59,Debit Card,4,S107
TXN1001559,2024-08-24,CUST103734,P6157,44611.75,Wallet,2,S107
TXN1001560,2025-02-23,CUST102964,P2305,23487.26,Net Banking,6,S116
TXN1001561,2025-05-10,CUST104957,P4774,228081.43,Cash,8,S107
TXN1001562,2024-05-08,CUST104404,P5013,233299.8,Wallet,7,S118
TXN1001563,2024-10-20,CUST102798,P6142,42218.05,UPI,2,S113
TXN1001564,2025-08-12,CUST104048,P4245,25265.61,Cash,3,S100
